razon_social,objeto_social,cif,forma_juridica,actividad,actividad_cnae,sector,estado_empresa,fecha_constitucion,fecha_ultimo_cambio,direccion,telefono,web,email,url
La mayor base de datos verificada en empresas españolas,,,,,,,,,,,015100444012310000123000193193100672801057511500000022025630000001+256367280167280100000001105913024650000000000000000000000001101000000002366666667000000205101040405050250000125411025410010251435205415125615823183181006416242242143541512561582166166100240100240100100166166100120012008308309595100111000041100125102511275164253754161582999911112001235237235100124624624490015106124125525525537541615375754111025251233143535375756151582241821025375411025143561516192141681214418212161612129660024243434111321010460018181616700500400600500117417617460011161181167001107109107800172747290014747476001255126417001244103080010119140100104248474747240424800000000000000000000+00000040211540211530035005100006666700124410309001510612470012441030700124410301256407681250360360100400100400100300300360360360360001025123143561561561515404028285656121248600102410000410000001214470012801025123143914392+300400600700800++040005000600070014001600015100444012310000123000193193100672801057511500000022025630000001+25636728016728010000000110591302465000000000000000000000000251270010811244103012552552551255200163110129152125525525510129152117523424411752342445111113270010119140151061241001000151061242259999151151812352372351246246244402131235237235402131110150106100125520016310768212152172151002101176810022224246001001416811071091071007511235237235755115100154124410301251252020600661244103031000315100100015106124125551616500242166111235237235125525525515751512501281281281235237235641012144110710910710011235237235151531616500402157683181815141681107109107768161921101000000002366666667000000205101040405050250000125411025410010251435205415125615823183181006416242242143541512561582166166100240100240100100166166100120012008308309595100111000041100125102511275164253754161582999911112001235237235100124624624490015106124125525525537541615375754111025251233143535375756151582241821025375411025143561516192141681214418212161612129660024243434111321010460018181616700500400600500117417617460011161181167001107109107800172747290014747476001255126417001244103080010119140100104248474747240424800000000000000000000+000000402115402115300350059501140900222200470000819880001851001616767303012800090040010000666670012441030900151061247001244103070012441030125640768125036036010040010040010030030036036036036000102512314356156156151540402828565612124860010241000041000000121447001280102512314391439,,,https://empresite.eleconomista.es/CONSTRUCCIONES-CHILLIDA-LEVANTINA.html
Hong Yi Sheng Sociedad Limitada.,"Objeto social- el comercio al menor o al detalle y al por mayor de toda clase de artículos de alimentación, bebidas, artículos de menaje, limpieza, juguetes de regalo y en general los propios de los supermercados, así como cualquier otra actividad derivada o relacionada con el objeto social. cnae 4711",CIFB72766546,Forma jurídicaSociedad limitada,-Actividad principal: Comercio al por menor de productos alimenticios y derivados en supermercados y grandes superficies (C.N.A.E. 4711),"Actividad CNAE4711 - Comercio al por menor en establecimientos no especializados, con predominio en productos alimenticios, bebidas y tabaco",SectorComercio,Estado de la empresaViva,Fecha de constitución29-11-2022,Fecha último cambio12-10-2025,"Avenida ramon y cajal, 39 - bj, chiva, 46370, valencia",,,,https://empresite.eleconomista.es/HONG-YI-SHENG.html
Villagran Soluciones Empresariales Sl,"Objeto socialA. la compraventa e intermediación de toda clase de fincas rústicas y urbanas, la promoción y construcción sobre las mismas de toda clase de edificaciones, su rehabilitación, venta o arrendamiento no financiero, y la construcción de toda clase de obras públicas o privadas. compraventa, comercio al p.",CIFB98152218,Forma jurídicaSociedad limitada,"CNAE 4619. Intermediarios del comercio de productos diversos. Si alguna de las actividades elegidas fuera de carácter profesional, la sociedad la ejercerá como mera intermediadora entre el profesional prestador del servicio y el consumidor. Quedan excluidas todas aquellas activi",Actividad CNAE4619 - Intermediarios del comercio de productos diversos,SectorComercio,Estado de la empresaViva,Fecha de constitución12-6-2009,Fecha último cambio24-8-2025,"Poligono industrial la pahilla, s/n, chiva, 46370, valencia",,,,https://empresite.eleconomista.es/VILLAGRAN-SOLUCIONES-EMPRESARIALES.html
Tecnialtura Eletrans Sociedad Limitada.,"Objeto socialLa venta, alquiler y fabricacion de suministros de la construccion, incluido la preparacion, montaje de estructuras y cubiertas, postes y torres metalicas, carriles, compuertas, gruas y cubriciones en edificaciones.",CIFB98123144,Forma jurídicaSociedad limitada,Actividades relacionadas,Actividad CNAE4121 - Construcción de edificios residenciales,SectorConstrucción y actividades inmobiliarias,Estado de la empresaCierre de hoja registral,Fecha de constitución13-3-2009,,"Calle fuente forraje, 179 - pol industrial la pahilla, chiva, 46370, valencia",,,info@tecnialtura.es,https://empresite.eleconomista.es/TECNIALTURA-ELETRANS.html
Gabriel Piñana Sl,"Objeto socialA) la compraventa de bienes inmuebles, venta de los mismos, su arrendamiento, construccion y promocion de viviendas, edificios y locales, asi como lareforma y rehabilitacion de edificaciones. b) la promocion y asesoramie",CIFB98131154,Forma jurídicaSociedad limitada,Actividades relacionadas,Actividad CNAE6820 - Alquiler de bienes inmobiliarios por cuenta propia,SectorConstrucción y actividades inmobiliarias,Estado de la empresaViva,Fecha de constitución2-4-2009,Fecha último cambio17-8-2025,"Calle rio guadiela, 1137, chiva, 46370, valencia",,,,https://empresite.eleconomista.es/GABRIEL-PINANA.html
Bikesport Chiva Sl,"i. la adquisicion, venta y comercializacion en general de bicicletas, motocicletas y motos, asi como sus accesorios, recambios y reparaciones. ii. la adquisicion, venta y comercializacion de",CIFB98192859,Forma jurídicaSociedad limitada,Actividades relacionadas,Actividad CNAE4618 - Intermediarios del comercio especializados en la venta de otros productos específicos,SectorComercio,Estado de la empresaViva,Fecha de constitución10-12-2009,Fecha último cambio24-8-2025,"Calle medico marcial bernat, s/n, chiva, 46370, valencia",962520196,,info@bikesportchiva.com,https://empresite.eleconomista.es/BIKESPORT-CHIVA.html
Paperpeña Suministros De Oficina Sl,"el comercio al por mayor y al por menor de productos de papeleria, productos informaticos, muebles de oficina, libros, prensa, revistas, publicaciones y regalos. el servicio de copisteria.",CIFB98086325,Forma jurídicaSociedad limitada,"ActividadComercio al por menor de libros, periódicos, artículos de papelería y escritorio y artículos de dibujo y bellas artes",Actividad CNAE4762 - Comercio al por menor de periódicos y artículos de papelería en establecimientos especializados,SectorComercio,Estado de la empresaViva,Fecha de constitución7-11-2008,Fecha último cambio31-8-2025,"Avenida doctor corachan, 19, chiva, 46370, valencia",,,,https://empresite.eleconomista.es/PAPERPENA-SUMINISTROS-OFICINA.html
Nuevas Actuaciones Losal Sociedad Limitada.,"Objeto social. La elaboración, venta y distribución de productos de pastelería, bollería, panadería, confitería y similares, así como la explotación de cafeterías, bares, restaurantes y servicios de hostelería en general. La compra, venta, arrendamiento - no financiero - , intermediación y gestión d",CIFB98353931,Forma jurídicaSociedad limitada,"10.71 / Fabricación de pan y de productos frescos de panadería y pastelería. Otras actividades: 56.29 / Otros servicios de comidas, 85.59 / Otra educación, 47.24 / Comercio al por menor de pan y productos de panadería, confitería y pastelería en establecimientos especializados,",Actividad CNAE1071 - Fabricación de pan y de productos frescos de panadería y pastelería,SectorIndustria,Estado de la empresaInactiva según nuestras fuentes,Fecha de constitución22-7-2011,,"Avenida ramon y cajal, 27 - piso 3, chiva, 46370, valencia",,,,https://empresite.eleconomista.es/NUEVAS-ACTUACIONES-LOSAL.html
Grupo Traespaña Sociedad Limitada.,"Objeto socialLa compra, venta, reventa, distribución, importación y exportación de todo tipo de productos estéticos, de higiene corporal, maquillaje, moda, calzados, todo tipo de productos deportivos, alimentos perecederos y no perecederos, licores, equipos electrónicos, vitaminas, material quirúrgico desechable",CIFB67912436,Forma jurídicaSociedad limitada,"CNAE 4619. Intermediarios del comercio de productos diversos. Si alguna de las actividades elegidas fuera de carácter profesional, la sociedad la ejercerá como mera intermediadora entre el profesional prestador del servicio y el consumidor. Quedan excluidas todas aquellas activi",Actividad CNAE4619 - Intermediarios del comercio de productos diversos,SectorComercio,Estado de la empresaViva,Fecha de constitución16-11-2022,,"Urbanizacion el bosque, 374 - b, chiva, 46370, valencia",,,,https://empresite.eleconomista.es/GRUPO-TRAESPANA.html
Inverporvasal Sociedad Limitada.,"la comercialización, importación y exportación de porcelana de hostelería, servicios de mesa, complementos de hogar, y moldes, matrices, diseños y materias primas para la producción de productos cerámicos. 2. quedan excluidos del objeto social aquellas acti",CIFB98430564,Forma jurídicaSociedad limitada,"ActividadComercio al por mayor de electrodomésticos y ferretería (cubertería, herramientas de mano, aparatos de uso domestico no",Actividad CNAE4643 - Comercio al por mayor de aparatos electrodomésticos,SectorComercio,Estado de la empresaCierre de hoja registral,Fecha de constitución7-5-2012,,"Carretera a-3, chiva, 46370, valencia",,,,https://empresite.eleconomista.es/INVERPORVASAL.html
Ondapubli Navelo Es Mas Sociedad Limitada,"Objeto socialLos servicios de publicidad, relaciones públicas y similares",CIFB98282932,Forma jurídicaSociedad limitada,"ACTIVIDADES ENCAMINADAS A LA CONSERVACION DEL MEDIO AMBIENTE, ASI COMO AL APROVECHAMIENTO ENERGETICO.",Actividad CNAE7311 - Agencias de publicidad,SectorServicios empresariales,Estado de la empresaIncumplimiento de la obligación de depósito de cuentas,Fecha de constitución19-11-2010,,"Avenida maestro garcia navarro, 18 - piso 9, chiva, 46370, valencia",,,,https://empresite.eleconomista.es/ONDAPUBLI-NAVELO-ES-MAS.html
Tecnicos Matlat Sociedad Limitada.,"Objeto socialPeritaciones, valoraciones y tasaciones de todo tipo de bienes muebles, e inmuebles, incendios y riesgos diversos. cnae 6629. -servicios técnicos de ingeniería y otras actividades relacionadas con asesoramiento técnico. la sociedad actuará como mediadora y coordinadora en aquellas actividades que,",CIFB98823925,Forma jurídicaSociedad limitada unipersonal,ActividadAuxiliares de seguros,Actividad CNAE6629 - Otras actividades auxiliares a seguros y fondos de pensiones,SectorIntermediación financiera,Estado de la empresaViva,Fecha de constitución30-5-2016,Fecha último cambio10-8-2025,"Calle doctor nacher, 45 - 11, chiva, 46370, valencia",,,,https://empresite.eleconomista.es/TECNICOS-MATLAT.html
Integral Business Services Valencia 2014 Sl.,"1. la fabricación de lámparas y aparatos eléctricos como actividad principal con código cnae 2740. 2. construcción, instalaciones y mantenimiento. 3. comercio al por mayor y al por menor. distribución comercial. im",CIFB98611338,Forma jurídicaSociedad limitada unipersonal,ActividadFabricación de lámparas eléctricas,Actividad CNAE2740 - Fabricación de lámparas y aparatos eléctricos de iluminación,SectorIndustria,Estado de la empresaViva,Fecha de constitución21-2-2014,,"Urbanizacion el bosque, par 433, chiva, 46370, valencia",,,,https://empresite.eleconomista.es/INTEGRAL-BUSINESS-SERVICES-VALENCIA-2014.html
Moise Florin Transporte Sociedad Limitada.,"Objeto socialCnae 4941. la sociedad tendrá por objeto el transporte de mercancías por carretera, tanto nacional como internacional. si alguna de las actividades elegidas fuere de carácter profesional, la sociedad la ejercerá como mera intermediadora entre el profesional prestador del servicio y el consumidor",CIFB72586936,Forma jurídicaSociedad limitada unipersonal,ActividadTransporte mercancías por carretera,Actividad CNAE4941 - Transporte de mercancías por carretera,SectorTransportes,Estado de la empresaViva,Fecha de constitución19-10-2022,Fecha último cambio10-8-2025,"Calle safor (corral de carmelo), 21 - a, chiva, 46370, valencia",,,tranpotemoise@icloud.com,https://empresite.eleconomista.es/MOISE-FLORIN-TRANSPORTE.html
P-14 Cimentaciones Sl.,Objeto socialEspecialistas en cimentaciones mediante hinca de pilotes prefabricados,CIFB98603962,,Actividades relacionadas,Actividad CNAE4312 - Preparación de terrenos,SectorConstrucción y actividades inmobiliarias,Estado de la empresaViva,Fecha de constitución17-2-2014,Fecha último cambio21-9-2025,"Calle la eliana,, 7, chiva, 46920, valencia",960113473,,p14@p14cimentaciones.es,https://empresite.eleconomista.es/P14-CIMENTACIONES.html
Ander Bat Sociedad Limitada.,"Objeto socialLa contratación y prestación de servicios de conserjería y guardería de inmuebles, así como el mantenimiento y limpieza de viviendas, jardines y anexos, locales comerciales y otros bienes inmuebles. si las disposiciones legales exigiesen para el ejercicio de algunas de las actividades comprendidas e",CIFB98398878,Forma jurídicaSociedad limitada,"ActividadServicios de custodia, seguridad y protección",Actividad CNAE8020 - Servicios de sistemas de seguridad,SectorServicios empresariales,Estado de la empresaCierre de hoja registral,Fecha de constitución14-12-2011,,"Avenida ramon y cajal, 17 - 2 3, chiva, 46370, valencia",172346370,,,https://empresite.eleconomista.es/ANDER-BAT.html
Alouqua Sociedad Limitada.,"Objeto socialArticulo 2 . objeto. tiene por objeto el propio de la actividad inmobiliaria entendida en su más amplia acepción, incluida por tanto la construcción y promoción de todo tipo de edificaciones. la adquisición y enajenación de fincas rústicas y urbanas y su explotación en régimen de arrendamiento no",CIFB40530420,Forma jurídicaSociedad limitada unipersonal,ActividadPromoción inmobiliaria,Actividad CNAE6810 - Compraventa de bienes inmobiliarios por cuenta propia,SectorConstrucción y actividades inmobiliarias,Estado de la empresaIncumplimiento de la obligación de depósito de cuentas,Fecha de constitución8-11-2018,,"Urbanizacion el bosque, 415 - 4, chiva, 46370, valencia",,,,https://empresite.eleconomista.es/ALOUQUA.html
Transrasaadrivi 2020 Sl.,"Objeto socialLa realización de servicios de transporte por carretera de mercancías, nacional o internacional, con medios propios o ajenos, los servicios auxiliares y anejos relacionados con el transporte de mercancías tales como la recepción, custodia y envío de los mismos. - la actividad de comisionista del t",CIFB40648388,Forma jurídicaSociedad limitada unipersonal,ActividadTransporte mercancías por carretera,Actividad CNAE4941 - Transporte de mercancías por carretera,SectorTransportes,Estado de la empresaCierre de hoja registral,Fecha de constitución28-2-2020,Fecha último cambio25-2-2024,"Avenida doctor corachan, 29 - bj, chiva, 46370, valencia",,,,https://empresite.eleconomista.es/TRANSRASAADRIVI-2020.html
Edc Empresarial Sociedad Limitada,"Objeto socialOtros servicios prestados a las empresas n. c. o. p, tales como cobros de deudas y confección de facturas; servicios mecanográficos, taquigráficos, de reproducción de escritos, planos y documentos; servicios de traducción y similares; servicios de custodia, seguridad y protección; servicios de mensaje",CIFB98283195,Forma jurídicaSociedad limitada,Actividades relacionadas,Actividad CNAE7022 - Otras actividades de consultoría de gestión empresarial,SectorServicios empresariales,Estado de la empresaCierre de hoja registral,Fecha de constitución24-9-2010,,"Calle palleter, 2 - bj, chiva, 46370, valencia",,,,https://empresite.eleconomista.es/EDC-EMPRESARIAL.html
Tacopasion Sociedad Limitada,"Objeto socialLas actividades de constitución, explotación y arrendamiento no financierode negocios de hostelería, alimentación, restauración, catering y cualquier otro relacionado con los anteriores. la organización y promoción de eventos, conciertos, música en directo, teatro, monólogos, pases de modelos, y es",CIFB98293673,Forma jurídicaSociedad limitada,Restaurantes y puestos de comida. CNAE. 5610,Actividad CNAE5610 - Restaurantes y puestos de comidas,SectorHostelería,Estado de la empresaCierre de hoja registral,Fecha de constitución24-1-2011,,"Avenida rio turia, 1084, chiva, 46370, valencia",,,,https://empresite.eleconomista.es/TACOPASION.html
Protesis Llorens Celda Sociedad Limitada,"Objeto socialLa sociedad tiene por objeto la fabricación y de aparatos de prótesis y ortopedia, comprendiendo la fabricación de aparatos ortopédicos y de prótesisocular, dental, auditiva; manos, brazos, piernas, etc, artificiales, así como artículos y aparatos para caso de fracturas y la fabricación de piezas y",CIFB98325319,Forma jurídicaSociedad limitada,"86.23 / Actividades odontológicas. Otras actividades: 86.21 / Actividades de medicina general, 86.22 / Actividades de medicina especializada",Actividad CNAE8623 - Actividades odontológicas,SectorSanidad,Estado de la empresaViva,Fecha de constitución16-3-2011,Fecha último cambio10-8-2025,"Calle urrea, par 5 e, chiva, 46370, valencia",,,mllorensblay@gmail.com,https://empresite.eleconomista.es/PROTESIS-LLORENS-CELDA.html
Team Mulero Sociedad Limitada.,"Objeto socialLa organizacion, gestion, representacion y direccion de equipos de motociclismo. venta de publicidad y contratacion con patrocinadores para equipos de motociclismo.",CIFB98211568,Forma jurídicaSociedad limitada,Actividades de los clubes deportivos. Otras actividades recreativas y de entretenimiento. Actividades relacionadas con el entretenimiento y las actividades recreativas (excepto las de parques de atracciones y parques temáticos). La explotación de juegos accionados con monedas. Las actividades de par,Actividad CNAE9312 - Actividades de los clubes deportivos,SectorOtros servicios,Estado de la empresaCierre de hoja registral,Fecha de constitución8-3-2010,,"Urbanizacion el bosque, cl 21. par 424 2, chiva, 46370, valencia",,,,https://empresite.eleconomista.es/TEAM-MULERO.html
Graycu Gestion E Inversiones Sl,"Objeto socialA. la sociedad tiene por objeto y finalidad la actuación como sociedad holding, pudiendo al efecto constituir o participar, en concepto de socio o accionista, en otras sociedades, cualquiera que sea su naturaleza u objeto, incluso en asociaciones y empresas civiles, mediante la suscripción o adquis.",CIFB98214828,Forma jurídicaSociedad limitada,ActividadConsulta y asesoramiento sobre dirección y gestión empresarial,Actividad CNAE7022 - Otras actividades de consultoría de gestión empresarial,SectorServicios empresariales,Estado de la empresaViva,Fecha de constitución12-3-2010,Fecha último cambio11-5-2025,"Urbanizacion olimar, par 268, chiva, 46370, valencia",961805525,,,https://empresite.eleconomista.es/GRAYCU-GESTION-INVERSIONES.html
Estudios Kugo Sociedad Limitada.,"Objeto social- la producción, coproducción, promoción, distribución, importación, exportación, explotación, compra, venta, cesión, doblaje y sonorización de películas cinematográficas de corto y largometraje, documentales o cualquier otro formato y medio técn.",CIFB44710853,Forma jurídicaSociedad limitada,Actividades de producción cinematográfica y de vídeo,Actividad CNAE5915 - Actividades de producción cinematográfica y de vídeo,SectorComunicaciones,Estado de la empresaViva,Fecha de constitución13-3-2023,Fecha último cambio25-8-2024,"Calle cervantes, 75 - 1, chiva, 46370, valencia",,,,https://empresite.eleconomista.es/ESTUDIOS-KUGO.html
Eurobuild Tank Sociedad Limitada.,"a) principalmente: las actividades de importación, exportación, producción, manufactura y ensamblaje, distribución y venta de maquinaria industrial, así como su mantenimiento y perfeccionamiento. siendo el c.n.a.e. de su actividad principal: 4662 (comercio al por mayor",CIFB40531899,Forma jurídicaSociedad limitada unipersonal,"46.62/ Comercio al por mayor de máquinas herramienta. Otras actividades: 77.31/ Alquiler de maquinaria y equpo de uso agrícola, 68.32/ Gestión y administración de la propiedad inmobiliaria, 41.10/ Promoción Inmobiliaria, 68.31/ Agentes de la propiedad inmobiliaria, 68.10/ Compra",Actividad CNAE4662 - Comercio al por mayor de máquinas herramienta,SectorComercio,Estado de la empresaCierre de hoja registral,Fecha de constitución25-10-2018,Fecha último cambio6-8-2023,"Camino viejo buñol, 72 (b) - nave 7, chiva, 46370, valencia",,,,https://empresite.eleconomista.es/EUROBUILD-TANK.html
Baikal Eurotrader Sl.,"principal: 4612. intermediarios del comercio de combustibles, minerales, metales y productos químicos industriales. - 46.34. comercio al por may.",CIFB98734213,Forma jurídicaSociedad limitada,"4612 - Intermediarios del comercio de combustibles, minerales y metales, y en especial de aluminio. ACTIVIDADES SECUNDARIAS: 4613. Intermediarios del comercio de madera y materiales de construcción. 7320. Estudios de mercado. Si disposiciones legales exigiesen para el ejercici","Actividad CNAE4612 - Intermediarios del comercio de combustibles, minerales, metales y productos químicos industriales",SectorComercio,Estado de la empresaCierre de hoja registral,Fecha de constitución5-6-2015,,"Calle alhondiga, 52, chiva, 46370, valencia",,,,https://empresite.eleconomista.es/BAIKAL-EUROTRADER.html
Redondo Stone Center Sl.,"Objeto socialA) el desarrollo de la industria de marmolisteria decorativa y funeraria, talla de pizarra, piedra de construcción y piedra natural fuera de la cantera, así como la colocación, instalación, exposición y venta mayor y menor de los citados productos. b) la realización de toda clase de obras y construc",CIFB98821341,Forma jurídicaSociedad limitada,ActividadIndustrias piedra natural tallada y aserrada,"Actividad CNAE2370 - Corte, tallado y acabado de la piedra",SectorIndustria,Estado de la empresaViva,Fecha de constitución29-4-2016,Fecha último cambio29-6-2025,"Calle fuente forraje, chiva, 46370, valencia",962521825,,,https://empresite.eleconomista.es/REDONDO-STONE-CENTER.html
Linteis Events Renting Sociedad Limitada.,Objeto socialLavado y limpieza de prendas textiles y de piel. renting de ropa de textil de hogar para hostelería,CIFB40645202,Forma jurídicaSociedad limitada unipersonal,"ActividadTinte, limpieza en seco, lavado y planchado de ropas hechas y de prendas y artículos del hogar usados",Actividad CNAE9601 - Lavado y limpieza de prendas textiles y de piel,SectorOtros servicios,Estado de la empresaIncumplimiento de la obligación de depósito de cuentas,Fecha de constitución27-2-2020,,"Calle urrea, 61, chiva, 46370, valencia",,,,https://empresite.eleconomista.es/LINTEIS-EVENTS-RENTING.html
Ps Economistas Valencia Sociedad Limitada.,"Objeto socialServicio de mecanización informática y registros contables. la compraventade equipos informáticos y de los productos consumibles de los mismos. así como el asesoramiento empresarial en todas sus áreas y facetas; y en concreto en el área fiscal, económica, contable, laboral y jurídica a través de lo",CIFB98483480,Forma jurídicaSociedad limitada unipersonal,Actividades de consultoría informática,Actividad CNAE6202 - Actividades de consultoría informática,SectorComunicaciones,Estado de la empresaCierre de hoja registral,Fecha de constitución28-12-2012,,"Carretera de buñol, chiva, 46370, valencia",,,,https://empresite.eleconomista.es/PS-ECONOMISTAS-VALENCIA.html
Sovereign Cloud Solutions Sociedad Limitada.,4619. intermediarios del comercio de productos diversos 4110. promocion inmobiliaria. 6810. compraventa de bienes inmobiliarios por cuenta propia. 7311. agencia de publicidad. 4121. construccion de edificios residenciales. las actividades enumeradas podrán también s,CIFB44718583,Forma jurídicaSociedad limitada unipersonal,"CNAE 4619. Intermediarios del comercio de productos diversos. Si alguna de las actividades elegidas fuera de carácter profesional, la sociedad la ejercerá como mera intermediadora entre el profesional prestador del servicio y el consumidor. Quedan excluidas todas aquellas activi",Actividad CNAE4619 - Intermediarios del comercio de productos diversos,SectorComercio,Estado de la empresaViva,Fecha de constitución14-3-2023,Fecha último cambio9-2-2025,"Calle los cedros, 117 - 5, chiva, 46370, valencia",,,,https://empresite.eleconomista.es/SOVEREIGN-CLOUD-SOLUTIONS.html
Perez & Albert Asesores Sl,"Objeto socialLa realizacion de gestiones de intermediacion de asesoramiento en general, privado y empresarial en cualesquiera ramas del derecho y gestion empresarial, para canalizar o comunicar a los clientes con quien se mantendra la titularidad de la relacion juridica y los profesionales, personas fisicas que,.",CIFB98208028,Forma jurídicaSociedad limitada,"Actividades de contabilidad, teneduría de libros, auditoría y asesoría fiscal","Actividad CNAE6920 - Actividades de contabilidad, teneduría de libros, auditoría y asesoría fiscal",SectorServicios empresariales,Estado de la empresaViva,Fecha de constitución6-4-2010,Fecha último cambio7-9-2025,"Avenida maestro garcia navarro, 8, chiva, 46370, valencia",962522522,,pascual@perezalbert.es,https://empresite.eleconomista.es/PEREZ-ALBERT-ASESORES.html
Sogar Labores Sociedad Limitada.,"-el comercio al por menor de articulos de merceria y paqueteria. -otras actividades de enseñanza, tales como idiomas, corte y confeccion, mecanografia, taquigrafia, preparacion de examenes y oposiciones y similares, n. c. o. p. las actividades enumeradas podran ser desa.",CIFB98236581,Forma jurídicaSociedad limitada,ActividadComercio al por menor de mercería y paquetería,Actividad CNAE4771 - Comercio al por menor de prendas de vestir en establecimientos especializados,SectorComercio,Estado de la empresaCierre de hoja registral,Fecha de constitución13-4-2010,,"Avenida el parque, 5, chiva, 46370, valencia",,,,https://empresite.eleconomista.es/SOGAR-LABORES.html
Nasan Espacio Ludico Sociedad Limitada,"la actividad de cafeteria y restauracion engeneral, de pub, discoteca y desarrollo de actividades ludicas en general. la actividad de quioscos, con el comercio al por menor, de todo tipo de productos que son propios de ese tipo de comercios. las actividades enumeradas.",CIFB98218175,Forma jurídicaSociedad limitada,"56.30 / Establecimientos de bebidas. Otras actividades: 53.20 / Otras actividades postales y de correos, 90.01 / Artes escénicas, 49.42 / Servicios de mudanza, 68.32 / Gestión y administración de la propiedad inmobiliaria, 46.19 / Intermediarios del comercio de productos diverso",Actividad CNAE5630 - Establecimientos de bebidas,SectorHostelería,Estado de la empresaCierre de hoja registral,Fecha de constitución23-4-2010,,"Paseo argentina, 22 - ptl b, chiva, 46370, valencia",,,,https://empresite.eleconomista.es/NASAN-ESPACIO-LUDICO.html
Brunair Sociedad Limitada,"Objeto socialEl transporte aereo nacional e internacional en servicios regulares o no regulares de mercancias y pasajeros. la realizacion de trabajos aereos de publicidad, lucha biologica, fotografia, vuelos turisticos y otros legalmenteregulados.",CIFB55503296,Forma jurídicaSociedad limitada,Actividades relacionadas,Actividad CNAE7735 - Alquiler de medios de transporte aéreo,SectorServicios empresariales,Estado de la empresaViva,Fecha de constitución15-4-2010,Fecha último cambio17-8-2025,"Urbanizacion el bosque, 414, chiva, 46370, valencia",,,ginvalmoy@hotmail.com,https://empresite.eleconomista.es/BRUNAIR.html
Arecco2 Sociedad Limitada.,"Objeto socialA) instalaciones, intermediacion en el comercio y comercializacion de equipamientos para el hogar e industria de instalaciones completas electricas en general, redes telegraficas, telefonicas, telefonia sin hilos, redes informaticas y domotica. b) asesoria en materia de ahorro energetico, eficiencia.",CIFB98232135,Forma jurídicaSociedad limitada,Actividades relacionadas,Actividad CNAE4643 - Comercio al por mayor de aparatos electrodomésticos,SectorComercio,Estado de la empresaCierre de hoja registral,Fecha de constitución7-4-2010,,"Calle gorrion, 1, chiva, 46370, valencia",,,,https://empresite.eleconomista.es/ARECCO2.html
Enfoque Singular Del Proceso Industrial Sl.,"Objeto socialLa sociedad tiene por objeto la adquisición, tenencia, uso, administración y disposición de cualquier clase de valores mobiliarios en su propio nombre, así como la adquisición, tenencia, explotación, administración en general y enajenación de bienes inmuebles, excluyendo siempre aquellas actividade",CIFB40539694,Forma jurídicaSociedad limitada unipersonal,ActividadOtras instituciones financieras,"Actividad CNAE6499 - Otros servicios financieros, excepto seguros y fondos de pensiones n.c.o.p.",SectorIntermediación financiera,Estado de la empresaViva,Fecha de constitución29-11-2018,Fecha último cambio16-3-2025,"Urbanizacion el bosque, 22 - 428 a, chiva, 46370, valencia",2242846370,,,https://empresite.eleconomista.es/ENFOQUE-SINGULAR-PROCESO-INDUSTRIAL.html
Transmade Y Todo Sl,"la compra venta de todo tipo de vehículos; el transporte de mercancías por carretera; el trasporte de paquetería (mensajería); la importación y exportación de madera, corcho y sus derivados, asícomo todos los tratamientos que le sean aplicables; reformas, construccio",CIFB98332315,Forma jurídicaSociedad limitada,"47.81 / Comercio al por menor de vehículos de motor. Otras actividades: 47.82 / Comercio al por menor de repuestos y accesorios de vehículos de motor. Si alguna de las actividades elegidas fuera de carácter profesional, la sociedad la ejercerá como mera intermediadora entre el p",Actividad CNAE4519 - Venta de otros vehículos de motor,SectorComercio,Estado de la empresaCierre de hoja registral,Fecha de constitución20-4-2011,,"Calle jaca, 4, chiva, 46370, valencia",961804358,,,https://empresite.eleconomista.es/TRANSMADE-TODO.html
Evi Espacios Ludicos Sociedad Limitada,"-la actividad de cafetería y restauración en general, de pub, discoteca, hotel y desarrollo de actividades lúdicas en general. -la actividad de quioscos, con el comercio al por menor, de todotipo de productos que son propios de este tipo de comercios. -la gestión d",CIFB98339484,Forma jurídicaSociedad limitada,"56.30 / Establecimientos de bebidas. Otras actividades: 53.20 / Otras actividades postales y de correos, 90.01 / Artes escénicas, 49.42 / Servicios de mudanza, 68.32 / Gestión y administración de la propiedad inmobiliaria, 46.19 / Intermediarios del comercio de productos diverso",Actividad CNAE5630 - Establecimientos de bebidas,SectorHostelería,Estado de la empresaViva,Fecha de constitución28-4-2011,Fecha último cambio24-8-2025,"Calle calderon de la barca, 50 - bj, chiva, 46370, valencia",962520415,,vero@toveloy.es,https://empresite.eleconomista.es/EVI-ESPACIOS-LUDICOS.html
Lora Rompao Instalaciones Sociedad Limitada.,"Objeto socialInstalaciones eléctricas en general, instalación de redes telegráficas, telefónicas, telefonía sin hilos y televisión en edificios y construcciones ce cualquier clase. instalaciones de sistemas de balización de puertos y aeropuertos. instalaciones de frío, calor y acondicionamiento de aire",CIFB98343221,Forma jurídicaSociedad limitada,"ActividadInstalaciones eléctricas en general. Instalaciones de redes telegráficas, telefónicas, telefonía sin hilos y televisión.",Actividad CNAE4321 - Instalaciones eléctricas,SectorConstrucción y actividades inmobiliarias,Estado de la empresaCierre de hoja registral,Fecha de constitución13-5-2011,,"Calle doctor bernat, s/n, chiva, 46370, valencia",,,,https://empresite.eleconomista.es/LORA-ROMPAO-INSTALACIONES.html
