razon_social,objeto_social,cif,forma_juridica,actividad,actividad_cnae,sector,estado_empresa,fecha_constitucion,fecha_ultimo_cambio,direccion,telefono,web,email,url
New Sambuco Furniture Sociedad Limitada. (en Liquidacion),"Objeto socialLa intermediación del comercio de muebles, artículos para el hogar y ferretería. conforme a lo dispuesto en el artículo 20 de la ley 14/2013 de emprendedores, se hace constar que el código actualizado de la clasificación nacional de actividades económicas (cnae) de la sociedad es 4615. las actividad.",CIFB98418486,Forma jurídicaSociedad limitada unipersonal,"4616 Intermediarios del comercio de textiles, prendas de vestir, peletería, calzado y artículos de cuero; 4617 Intermediarios del comercio de productos alimenticios, bebidas y ta","Actividad CNAE4615 - Intermediarios del comercio de muebles, artículos para el hogar y ferretería",SectorComercio,Estado de la empresaDisolución,Fecha de constitución15-3-2012,,"Avenida nord, 27 - bj, picassent, 46220, valencia",961227833,,nsfjuani@gmail.com,https://empresite.eleconomista.es/VITRADUR.html
Ra Instalaciones 2002 Sociedad Limitada.,"Objeto socialEl desarrollo, ejecución y comercialización de instalaciones de fontanería, calefacción, aire acondicionado, riego, energía, así como su reparación ymantenimiento posteriores. las actividades integrantes del objeto social se realizarán por medio de profesionales que ostenten la titulación requerida",CIFB98405335,Forma jurídicaSociedad limitada,"43.22. Fontanería, instalación de sistemas de calefacción y aire acondicionado. Otras actividades: 41.02. Construcción de edificios no residenciales, 96.99. Otros servicios personales n.c.o.p., 43.24. Otras instalaciones en obras de construcción, 80.09. Servicios de seguridad n","Actividad CNAE4322 - Fontanería, instalaciones de sistemas de calefacción y aire acondicionado",SectorConstrucción y actividades inmobiliarias,Estado de la empresaCierre de hoja registral,Fecha de constitución20-1-2012,Fecha último cambio6-8-2023,"Calle mestre ramirez, 2 - bj dr, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/RA-INSTALACIONES-2002.html
Wolfcut Sociedad Limitada.,"Objeto social1) importación, exportación, fabricación, compra y venta, distribución al por mayor y menor de plásticos, vinilos, tintas, papel y máquinas, máquinas-herramienta y equipos para la industria en general. cnae 4646, 4651, 4652, 4661, 4662, 4663, 4664, 4666 y 4669. 2) la fabricación de maquinaria para l",CIFB98843584,Forma jurídicaSociedad limitada,ActividadComercio al por mayor de productos farmacéuticos y medicamentos,Actividad CNAE4646 - Comercio al por mayor de productos farmacéuticos,SectorComercio,Estado de la empresaIncumplimiento de la obligación de depósito de cuentas,Fecha de constitución1-8-2016,,"Calle 5 (poligono industrial picassent), nave 4, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/WOLFCUT.html
Fin-es Intex Sl.,servicios financieros de contratación de producto; compraventa de bienes inmobiliarios por cuenta propia; gestión y administración de la propiedad inmobiliaria.,CIFB98842719,Forma jurídicaSociedad limitada,"ActividadServicios de compra-venta, contratación de valores mobiliarios.",Actividad CNAE6612 - Actividades de intermediación en operaciones con valores y otros activos,SectorIntermediación financiera,Estado de la empresaViva,Fecha de constitución2-8-2016,,"Calle gomez ferrer, 5, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/FIN-ES-INTEX.html
Teknia Media Sl.,"productos y componentes informáticos y ofimáticos, vehículos, textiles, calzado, artículosde regalo, aparatos eléctricos, aparatos de telefonía, maquinaria, electrodomésticos, alimentación, material de construcción y productos cosméticos. b",CIFB98382948,Forma jurídicaSociedad limitada,ActividadIntermediarios del comercio de productos diversos,Actividad CNAE4619 - Intermediarios del comercio de productos diversos,SectorComercio,Estado de la empresaCierre de hoja registral,Fecha de constitución17-11-2011,,"Calle nou, 20 - bj, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/TEKNIA-MEDIA.html
Artcesval Sl.,Objeto socialLa sociedad tendrá por objeto la fabricación y compraventa de mobiliario de todas clases y usos. la compraventa de chapas y maderas. quedan excluidastodas aquellas actividades para cuyo ejercicio la ley exija requisitos especiales que no queden cumplidos por esta sociedad. las actividades comprendi,CIFB98404106,Forma jurídicaSociedad limitada,para el hogar,Actividad CNAE3109 - Fabricación de otros muebles,SectorIndustria,Estado de la empresaIncumplimiento de la obligación de depósito de cuentas,Fecha de constitución5-1-2012,,"Avenida principal, 7, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/ARTCESVAL.html
Helman Pochon España Sl.,"Objeto social-intermediarios del comercio de productos diversos. comercio al por mayor de prendas de vestir y calzado. comercio al por menor de artículos nuevos en establecimientos especializados. comercio al por menor de productos textiles, prendas de vestir y calzado en puestos de venta y mercadillo. comercio.",CIFB65712010,,Actividades relacionadas,Actividad CNAE4619 - Intermediarios del comercio de productos diversos,SectorComercio,Estado de la empresaCierre de hoja registral,Fecha de constitución26-1-2012,Fecha último cambio6-8-2023,"Calle mestral, 4, picassent, 46220, valencia",,,tintamundo@yahoo.com,https://empresite.eleconomista.es/HELMAN-POCHON-ESPANA.html
Vier Consult Sociedad Limitada.,"como actividad principal: (cnae: 7112) -servicios técnicos de ingeniería, consultoría, proyectos de ingeniería industrial, instalaciones eléctricas, de saneamiento, de gas, de edificios. si alguna de las activida",CIFB98850761,Forma jurídicaSociedad limitada unipersonal,"ingenieria,arquitectura, urbanismo. etc",Actividad CNAE7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico,SectorServicios empresariales,Estado de la empresaViva,Fecha de constitución29-8-2016,Fecha último cambio7-9-2025,"Partida realon, s/n - parc. 45, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/VIER-CONSULT.html
Hilatransport Sociedad Limitada.,1. comercio al por mayor y al por menor. distribución comercial. importación y exportación. 2. transporte y almacenamiento. quedan ex,CIFB06976088,Forma jurídicaSociedad limitada,ActividadTransporte mercancías por carretera,Actividad CNAE4941 - Transporte de mercancías por carretera,SectorTransportes,Estado de la empresaViva,Fecha de constitución14-7-2021,Fecha último cambio27-7-2025,"Calle cami devadillo, 11, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/HILATRANSPORT.html
Ben Ample Sociedad Limitada.,"- el comercio al por menor de combustible para la automoción en establecimientos especializados, cnae 4730. -la actividad de restaurante y puestos de comida, cnae 5610",CIFB40518268,Forma jurídicaSociedad limitada,ActividadServicios relativos a la propiedad inmobiliaria y a la propiedad industrial,Actividad CNAE6832 - Gestión y administración de la propiedad inmobiliaria,SectorConstrucción y actividades inmobiliarias,Estado de la empresaViva,Fecha de constitución21-9-2018,Fecha último cambio31-8-2025,"Calle l'ermita, 47 - 2 8, picassent, 46220, valencia",472846220,,,https://empresite.eleconomista.es/BEN-AMPLE.html
Marti-mocholi Automocion Sociedad Limitada.,"Objeto socialA - lo relacionado con las estaciones de lavado de vehiculos. b -. restauracion y reparacion de vehiculos. c - la venta, reparacion y recauchutado de ruedas.",CIFB98038946,Forma jurídicaSociedad limitada,ACTIVIDADES AUXILIARES Y COMPLEMENTARIAS AL TRANSPORTE (CNAE principal 5221). ACTIVIDADES AUXILIARES Y COMPLEMENTARIAS AL TRANSPORTE MARITIMO (CNAE 5222). ACTIVIDADES AUXILIARES Y COMPLEMENTARIAS AL TRANSPORTE AEREO (CNAE 5223),Actividad CNAE5221 - Actividades anexas al transporte terrestre,SectorTransportes,Estado de la empresaCierre de hoja registral,Fecha de constitución20-6-2008,,"Calle el palleter, 11 - bj, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/MARTI-MOCHOLI-AUTOMOCION.html
Estructuras De Concreto Sl (en Liquidacion),"Objeto socialLa construccion de cimentaciones, muros, estructuras de hormigon, hierro y derivados, por cuenta propia o ajena y la subcontratacion o destajo para su ejecucion.",CIFB98114499,Forma jurídicaSociedad limitada,Actividades relacionadas,Actividad CNAE4121 - Construcción de edificios residenciales,SectorConstrucción y actividades inmobiliarias,Estado de la empresaDisolución,Fecha de constitución20-2-2009,,"Calle alginet, 1 - 7, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/ESTRUCTURAS-CONCRETO.html
Ispania Invest Viviendas Sociedad Limitada.,"68.31 / agentes de la propiedad inmobiliaria. otras actividades: 68.31 / agentes de la propiedad inmobiliaria, 96.09 / otros servicios personales, 41.10 / promoción inmobiliaria, 41.21 / construcción de edificios residenciales, 41.22 / construcción de edificios no residenciales,",CIFB70800651,Forma jurídicaSociedad limitada unipersonal,ActividadServicios relativos a la propiedad inmobiliaria y a la propiedad industrial,Actividad CNAE6831 - Agentes de la propiedad inmobiliaria,SectorConstrucción y actividades inmobiliarias,Estado de la empresaViva,Fecha de constitución6-3-2024,Fecha último cambio14-9-2025,"Calle federica montseny, 8 - 3 16, picassent, 46220, valencia",831646220,,,https://empresite.eleconomista.es/ISPANIA-INVEST-VIVIENDAS.html
Infoclima Instalaciones Y Servicios Sociedad Limitada.,"- las instalaciones de frio, calor y acondicionamiento de aire. - instalaciones de fontaneria. - instalaciones electricas en general. - instalaciones de gas. - instalaciones industriales.",CIFB98086333,Forma jurídicaSociedad limitada,"43.22. Fontanería, instalación de sistemas de calefacción y aire acondicionado. Otras actividades: 41.02. Construcción de edificios no residenciales, 96.99. Otros servicios personales n.c.o.p., 43.24. Otras instalaciones en obras de construcción, 80.09. Servicios de seguridad n","Actividad CNAE4322 - Fontanería, instalaciones de sistemas de calefacción y aire acondicionado",SectorConstrucción y actividades inmobiliarias,Estado de la empresaCierre de hoja registral,Fecha de constitución12-11-2008,,"Calle mestre serrano, 7 - 4, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/INFOCLIMA-INSTALACIONES-SERVICIOS.html
Soluciones Garvil Sl.,- agencia de seguros con caracter exclusivo.,CIFB98025646,Forma jurídicaSociedad limitada,Actividades relacionadas,Actividad CNAE6512 - Seguros distintos de los seguros de vida,SectorIntermediación financiera,Estado de la empresaCierre de hoja registral,Fecha de constitución28-5-2008,,"Calle bonavista, 46 - bj, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/ASSEGURANCES-GARCIA-LUNA.html
Centro De Practicas Universitarias Lucia Botin Sl,a) quedan excluidas del objeto social aquellas actividades que por ley tienen una regulacion especial. b) si,CIFB98108525,Forma jurídicaSociedad limitada,"CNAE 8559. La enseñanza y formación no reglada, tanto presencial, semipresencial, como a distancia u on-line, dirigida a personas físicas, jurídicas y entidades públicas. Si alguna de las actividades elegidas fuere de carácter profesional, la sociedad la ejercerá como mera inte",Actividad CNAE8559 - Otra educación n.c.o.p.,SectorEducación,Estado de la empresaCierre de hoja registral,Fecha de constitución5-2-2009,,"Calle magnolia, 17, picassent, 46220, valencia",961231884,,,https://empresite.eleconomista.es/CENTRO-PRACTICAS-UNIVERSITARIAS-LUCIA-BOTIN.html
Clinica Carrer Nou Sl,"Objeto socialLa realizacion de las actividades complementarias y accesorias a la odontologia, siendo una sociedad de medios, con exclusion general de todas aquellas actividades cuyos requisitos no queden cumplidos por esta sociedad,",CIFB98019078,Forma jurídicaSociedad limitada,Actividades odontológicas,Actividad CNAE8623 - Actividades odontológicas,SectorSanidad,Estado de la empresaViva,Fecha de constitución14-5-2008,Fecha último cambio7-9-2025,"Calle nou, 38 - bajo, picassent, 46220, valencia",961231984,,clinicadentalnou@hotmail.com,https://empresite.eleconomista.es/CLINICA-CARRER-NOU.html
Patrimonial Major Sl,"Objeto social-el cultivo, la producción, transformación y comercialización al por mayor y menor de productos agrícolas y ganaderos y los subproductos derivados de ello, asi como su industrialización mediante su envasado y enlatado. -la tenencia, compraventa, arrendamiento y subarrendamiento de inmuebles. -la exp.",CIFB96838552,Forma jurídicaSociedad limitada,"41.10 / Promoción inmobiliaria. Otras actividades: 55.20 / Alojamientos turísticos y otros alojamientos de corta estancia, 90.01 / Artes escénicas, 81.29 / Otras actividades de limpieza, 77.34 / Alquiler de medios de navegación, 41.21 / Construcción de edificios residenciales, 4",Actividad CNAE4110 - Promoción inmobiliaria,SectorConstrucción y actividades inmobiliarias,Estado de la empresaViva,,Fecha último cambio24-8-2025,"Calle major, 19, picassent, 46220, valencia",961231732,,,https://empresite.eleconomista.es/PATRIMONIAL-MAJOR.html
Arago Cortina Ernesto 002366291h S.l.n.e.,"Objeto socialLa actividad agricola; ganadera; forestal; pesquera; industrial; de construccion; comercial; turistica; de transportes; de comunicaciones; de intermediacion. si alguna de las actividades enumeradas, asi lo precisare, deb",CIFB98090848,Forma jurídicaSociedad limitada nueva empresa,"ActividadActiv.anexas industria del mueble ( acabado, barnizado, tapizado, dorado.. etc )",Actividad CNAE3109 - Fabricación de otros muebles,SectorIndustria,Estado de la empresaCierre de hoja registral,Fecha de constitución13-11-2008,,"Calle 6 (poligono industrial picassent), 6, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/ARAGO-CORTINA-ERNESTO-002366291H-SLNE.html
Autoescuela Picassent Sociedad Limitada.,Objeto socialLa ensenanza de conduccion de toda clase de vehiculos terrestres acuaticos o aeronauticos.,CIFB96332408,Forma jurídicaSociedad limitada unipersonal,"ActividadEnseñanza conducción de vehículos terrestres, acuáticos, aeronáuticos etc",Actividad CNAE8553 - Actividades de las escuelas de conducción y pilotaje,SectorEducación,Estado de la empresaCierre de hoja registral,Fecha de constitución16-11-1994,,"Calle 9 d'octubre, 4 - c, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/AUTOESCUELA-PICASSENT.html
M & R Global Group Sociedad Limitada.,"Objeto social-la adquisición, enajenación, arrendamiento -excepto leasing inmobiliario-y explotación por cualquier título legal de toda clase de fincas rústicaso urbanas. la urbanización, parcelación, derribo, rehabilitación, promoción y construcción, por cuenta propia o ajena, de todo tipo de terrenos y edi",CIFB98460595,Forma jurídicaSociedad limitada,"41.10 / Promoción inmobiliaria. Otras actividades: 55.20 / Alojamientos turísticos y otros alojamientos de corta estancia, 90.01 / Artes escénicas, 81.29 / Otras actividades de limpieza, 77.34 / Alquiler de medios de navegación, 41.21 / Construcción de edificios residenciales, 4",Actividad CNAE4110 - Promoción inmobiliaria,SectorConstrucción y actividades inmobiliarias,Estado de la empresaCierre de hoja registral,Fecha de constitución22-8-2012,,"Urbanizacion el pinar, 155, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/MR-GLOBAL-GROUP.html
Alguma Patrimonio Sl.,"a) gestión de explotaciones agrícolas. b) gestión, mantenimiento, alquiler, reparación, rehabilitación y construcción de edificios, locales y viviendas. queda excluida la aplicación de la ley 2/2007 de 15 de marzo de sociedades profesionales, al ser la presente sociedad",CIFB98461395,Forma jurídicaSociedad limitada,ActividadProducción agrícola,Actividad CNAE0119 - Otros cultivos no perennes,SectorAgricultura,Estado de la empresaViva,Fecha de constitución22-8-2012,Fecha último cambio24-8-2025,"Calle doctor soler, 5, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/ALGUMA-PATRIMONIO.html
Patrimonios Unidos Levantinos Sociedad Limitada.,"a) el estudio, proyecto, ejecución, construcción, explotación y gestión, en españa y en el extranjero, de toda clase de obras, infraestructuras e instalaciones, del estado, provincia, municipio, comunidades autónomas, o de cualquier otras corporaciones y entidades, así",CIFB98453103,Forma jurídicaSociedad limitada,"41.10 / Promoción inmobiliaria. Otras actividades: 55.20 / Alojamientos turísticos y otros alojamientos de corta estancia, 90.01 / Artes escénicas, 81.29 / Otras actividades de limpieza, 77.34 / Alquiler de medios de navegación, 41.21 / Construcción de edificios residenciales, 4",Actividad CNAE4110 - Promoción inmobiliaria,SectorConstrucción y actividades inmobiliarias,Estado de la empresaInactiva según nuestras fuentes,Fecha de constitución31-8-2012,Fecha último cambio3-3-2024,"Calle major, 11 - piso 3, picassent, 46220, valencia",961232272,,,https://empresite.eleconomista.es/PATRIMONIOS-UNIDOS-LEVANTINOS.html
Import-export Val-bah Sl,"Objeto socialA) la compra, venta y comercialización de materiales para la construcción, así como de pinturas, barnices y productos químicos. b) la compraventa, promoción, construcción y rehabilitación de viviendas, pudiendo actuar la sociedad como propietaria, contratista o subcontratista. quedan excluidas del o",CIFB98302961,Forma jurídicaSociedad limitada,ActividadComercio al por mayor de toda clase de mercancías especificadas en los grupos 612 al 617 y 619,Actividad CNAE4619 - Intermediarios del comercio de productos diversos,SectorComercio,Estado de la empresaInactiva según nuestras fuentes,Fecha de constitución5-1-2011,Fecha último cambio10-8-2025,"Poligono industrial, par g 3, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/IMPORT-EXPORT-VAL-BAH.html
Transformaciones Toni Sl,"Objeto socialExcavaciones y transformaciones de toda clase de terrenos, asi como las operaciones preparatorias y auxiliares.",CIFB96501986,Forma jurídicaSociedad limitada,Actividades de apoyo a la agricultura,Actividad CNAE0161 - Actividades de apoyo a la agricultura,SectorAgricultura,Estado de la empresaViva,Fecha de constitución10-5-1996,,"Calle el palleter, 8, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/TRANSFORMACIONES-TONI.html
Smart Racket Sports Sociedad Limitada.,"1º. la prestación de servicios. 2º. actividades de gestión y administración. 3º. servicios educativos, sanitarios, de ocio y entretenimiento",CIFB98470552,Forma jurídicaSociedad limitada,"70.20. Otras actividades de consultoría de gestión empresarial. Otras actividades: 88.12. Actividades de servicios sociales sin alojamiento para personas con discapacidad, 46.47. Comercio al por mayor de muebles para el hogar, oficinas y establecimientos comerciales, alfombras y",Actividad CNAE7022 - Otras actividades de consultoría de gestión empresarial,SectorServicios empresariales,Estado de la empresaViva,Fecha de constitución17-9-2012,Fecha último cambio14-1-2024,"Pasaje l'horta, 2 - piso 4, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/SMART-RACKET-SPORTS.html
Almed Levante Sociedad Limitada.,"1. el alquiler de elementos, utillajes, medios auxiliares y maquinaría para la construcción, rehabilitación, eventos e industria en general, conservación, reparación con todas las operaciones comerciales e industriales que se refieren de manera directa o indire",CIFB98466956,Forma jurídicaSociedad limitada,ACTIVIDADES DE TRANSPORTES Y SERVICIOS ALTIPLANO SL,Actividad CNAE7732 - Alquiler de maquinaria y equipo para la construcción e ingeniería civil,SectorServicios empresariales,Estado de la empresaViva,Fecha de constitución6-9-2012,Fecha último cambio26-10-2025,"Poligono industrial cañada de codonyers, parc. f, picassent, 46220, valencia",961250537,,ealmerich@almedlevante.com,https://empresite.eleconomista.es/ALMED-LEVANTE.html
Agro-majolisa Sl,"Objeto socialLa compraventa e intermediacion en toda clase de fincas rusticas y urbanas, la promocion y construccion sobre las mismas de toda clase de edificaciones, su rehabilitacion, venta o arrendamiento no financiero y la constru",CIFB97847180,Forma jurídicaSociedad limitada,ActividadPromoción inmobiliaria,Actividad CNAE6810 - Compraventa de bienes inmobiliarios por cuenta propia,SectorConstrucción y actividades inmobiliarias,Estado de la empresaIlocalizable,Fecha de constitución27-3-2007,Fecha último cambio1-6-2025,"Avenida omet, km 0,3, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/AGRO-MAJOLISA.html
Tancat 32 Sociedad Limitada,"Objeto socialLa compraventa e intermediacion de toda clase de fincas rusticas y urbanas, la promocion y construccion sobre las mismas de toda clase de edificaciones, su rehabilitacio, venta o arrendamiento no financiero, y la constru",CIFB97825053,Forma jurídicaSociedad limitada,"41.10 / Promoción inmobiliaria. Otras actividades: 55.20 / Alojamientos turísticos y otros alojamientos de corta estancia, 90.01 / Artes escénicas, 81.29 / Otras actividades de limpieza, 77.34 / Alquiler de medios de navegación, 41.21 / Construcción de edificios residenciales, 4",Actividad CNAE4110 - Promoción inmobiliaria,SectorConstrucción y actividades inmobiliarias,Estado de la empresaCierre de hoja registral,Fecha de constitución22-2-2007,,"Pasaje l'horta, 3 - plt 14, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/TANCAT-32.html
Pielrovi Sociedad Limitada.,"Objeto socialLa compra venta, explotacion y arrendamiento no financiero de todo tipo de fincas rusticas y urbanas, por cuenta propia y ajena. servicios de gestion inmobiliaria. compra venta, importacion y exportacion de articulos de",CIFB97976534,Forma jurídicaSociedad limitada,"41.10 / Promoción inmobiliaria. Otras actividades: 55.20 / Alojamientos turísticos y otros alojamientos de corta estancia, 90.01 / Artes escénicas, 81.29 / Otras actividades de limpieza, 77.34 / Alquiler de medios de navegación, 41.21 / Construcción de edificios residenciales, 4",Actividad CNAE4110 - Promoción inmobiliaria,SectorConstrucción y actividades inmobiliarias,Estado de la empresaCierre de hoja registral,Fecha de constitución24-1-2008,,"Calle l'ermita, 35, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/PIELROVI.html
Aema Servicios Energeticos Sociedad Limitada.,"1. como actividad principal: el uso, gestión, creación del biogás y la utilización del mismo en todos sus estados y facetas. (cnae actividad principal 3519 produccion de energia electrica de otros tipos). 2. la gestión de residuos, transformaciones agroaliment.",CIFB97972392,Forma jurídicaSociedad limitada,Actividades relacionadas,Actividad CNAE3519 - Producción de energía eléctrica de otros tipos,SectorEnergía,Estado de la empresaViva,Fecha de constitución24-1-2008,Fecha último cambio14-9-2025,"Avenida principal, 5, picassent, 46220, valencia",964652902,,,https://empresite.eleconomista.es/APLITEC-ENERGIA-MEDIO-AMBIENTE.html
Agrimevi Sl.,"Objeto socialLa sociedad tiene por objeto las siguientes actividades cnae principal 68.11. 1) la compraventa, arrendamiento no financiero y explotación de toda clase de bienes inmuebles, tales como solares, terrenos, edificios constituidos o no en régimen de propiedad horizontal, locales, viviendas, fincas rústi",CIFB24954703,Forma jurídicaSociedad limitada unipersonal,ActividadPromoción inmobiliaria,Actividad CNAE6810 - Compraventa de bienes inmobiliarios por cuenta propia,SectorConstrucción y actividades inmobiliarias,Estado de la empresaViva,Fecha de constitución24-12-2025,Fecha último cambio4-1-2026,"Avenida cristofor aguado i medina, 72, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/AGRIMEVI.html
Cyv 2025 Logistics Sociedad Limitada.,"Objeto socialA) la prestación de toda clase de servicios de logística, almacenaje, custodia, transporte y manipulación de mercancías. b) la realización de todo tipo de actividades de carácter inmobiliario, en especial, las relativas a la adquisición, tenencia, arrendamiento, enajenación, promoción, construcción,",CIFB24972689,Forma jurídicaSociedad limitada,ACTIVIDADES AUXILIARES Y COMPLEMENTARIAS TRANSPORTE,Actividad CNAE5229 - Otras actividades anexas al transporte,SectorTransportes,Estado de la empresaViva,Fecha de constitución29-12-2025,,"Poligono industrial la coma, par 54, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/CYV-2025-LOGISTICS.html
Desarrollo Y Produccion Ob Sl.,Objeto social(6210) actividades de programación informática; (6220) actividades de consultoría informática y gestión de instalaciones informáticas; (6290) otros servicios relacionados con las tecnologías de la información y la informática; (7111) servicios técnicos de arquitectura; (7112) servicios técnicos de i,CIFB25912767,Forma jurídicaSociedad limitada,Actividades de desarrollo de programación informática para empresas.,Actividad CNAE6201 - Actividades de programación informática,SectorComunicaciones,Estado de la empresaViva,Fecha de constitución2-1-2026,Fecha último cambio11-1-2026,"Calle marques de dosaigues, 45 - piso 11, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/DESARROLLO-PRODUCCION-OB.html
Montajes Industriales Tortajada Sociedad Limitada.,Objeto socialLa sociedad tendrá por objeto las instalaciones de fontanería. el cnae de la actividad principal es el 4322. las actividades integrantes del objeto social se realizarán por medio de profesionales que ostenten la titulación requerida cuando así sea preciso. las actividades integrantes del objeto soci,CIFB40516627,Forma jurídicaSociedad limitada,"43.22. Fontanería, instalación de sistemas de calefacción y aire acondicionado. Otras actividades: 41.02. Construcción de edificios no residenciales, 96.99. Otros servicios personales n.c.o.p., 43.24. Otras instalaciones en obras de construcción, 80.09. Servicios de seguridad n","Actividad CNAE4322 - Fontanería, instalaciones de sistemas de calefacción y aire acondicionado",SectorConstrucción y actividades inmobiliarias,Estado de la empresaViva,Fecha de constitución6-8-2018,Fecha último cambio14-12-2025,"Calle carles albors, 33 - piso 1 1, picassent, 46220, valencia",,,rosa@vixconfis.com,https://empresite.eleconomista.es/MONTAJES-INDUSTRIALES-TORTAJADA.html
Adeluna 2018 Sociedad Limitada.,"Objeto socialA. la producción, instalación y distribución de placas fotovoltaicas. b. la adquisición, enajenación, gestión y arrendamiento no financiero de locales comerciales. c. gestoría/ asesoría fiscal, laboral y contable. d. alquilerno financiero de embarcaciones a motor. e. compraventa de vehículos nuevos.",CIFB98108616,Forma jurídicaSociedad limitada,"ActividadProducción de energía ncop (procedente de mareas, solar, etc.)",Actividad CNAE3519 - Producción de energía eléctrica de otros tipos,SectorEnergía,Estado de la empresaViva,Fecha de constitución11-5-2009,Fecha último cambio24-8-2025,"Calle jaume i, 37 - piso 3 9, picassent, 46220, valencia",,,jcarlos@qualitycontrol.es,https://empresite.eleconomista.es/FAMILIA-LOPEZ-JUAN.html
Aluypvc Torrent Sociedad Limitada.,"fabricación de puertas y ventanas metálicas, venta al por mayor y al por menor de las mismas, instalación de carpintería metálica. compraventa de bienes inmobiliarios por cuenta propia; construcción de edificios residencias y otras actividades de construcción especializ",CIFB25948241,Forma jurídicaSociedad limitada unipersonal,ActividadCarpintería metálica,Actividad CNAE2512 - Fabricación de carpintería metálica,SectorIndustria,Estado de la empresaViva,Fecha de constitución21-1-2026,,"Calle calvari, 21 - 3, oficina b, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/ALUYPVC-TORRENT.html
N1 Crosstraining Sociedad Limitada.,"organización y prestación de servicios para actividades deportivas. venta de ropa y accesorios deportivos. venta de muebles y accesorios del hogar. cnae de la actividad principal es el 9313. las actividades integrantes del objeto social, podrán ser desarrolladas, total o parcial",CIFB40631863,Forma jurídicaSociedad limitada,Actividades de los gimnasios,Actividad CNAE9313 - Actividades de los gimnasios,SectorOtros servicios,Estado de la empresaCierre de hoja registral,Fecha de constitución3-1-2020,Fecha último cambio10-8-2025,"Urbanizacion el pinar, 28, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/N1-CROSSTRAINING.html
Alma Conexion Grafica Sl,"Objeto socialConstituye el objeto social la actividad de agencia de publicidad, marketing, relaciones publicas, y comunicacion; .",CIFB98023443,Forma jurídicaSociedad limitada,"Agencias de publicidad. Otras actividades: Actividades de programación informática, Actividades de consultoría informática",Actividad CNAE7311 - Agencias de publicidad,SectorServicios empresariales,Estado de la empresaViva,Fecha de constitución8-5-2008,Fecha último cambio24-8-2025,"Urbanizacion serra-mar, 169 - bj., picassent, 46220, valencia",963461724,,administracion@conexion-grafica.com,https://empresite.eleconomista.es/ALMA-CONEXION-GRAFICA.html
Nurkman Valencia Construcciones Sl,la urbanizacion de terrenos y su comercializacion,CIFB98025612,Forma jurídicaSociedad limitada,Actividades relacionadas,Actividad CNAE4121 - Construcción de edificios residenciales,SectorConstrucción y actividades inmobiliarias,Estado de la empresaCierre de hoja registral,Fecha de constitución20-5-2008,,"Calle llibertat, 2 - 6, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/NURKMAN-VALENCIA-CONSTRUCCIONES.html
D Diaz-andria Sociedad Limitada.,la compraventa de bienes inmobiliarios por cuenta propia (c.n.a.e. 68.10); el alquiler de bienes inmobiliarios por cuenta propia (c.n.a.e. 68.20); y la gestión y administración de la propiedad inmobiliaria (c.n.a.e. 68.32). conforme a lo dispuesto en el artículo 20 de la ley 14,CIFB98792971,Forma jurídicaSociedad limitada,"41.10 / Promoción inmobiliaria. Otras actividades: 55.20 / Alojamientos turísticos y otros alojamientos de corta estancia, 90.01 / Artes escénicas, 81.29 / Otras actividades de limpieza, 77.34 / Alquiler de medios de navegación, 41.21 / Construcción de edificios residenciales, 4",Actividad CNAE4110 - Promoción inmobiliaria,SectorConstrucción y actividades inmobiliarias,Estado de la empresaViva,Fecha de constitución17-2-2016,Fecha último cambio17-8-2025,"Calle l'horta sud, 9, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/D-DIAZ-ANDRIA.html
