cnae;descripcion;puntuacion;motivo
3102;Fabricación de muebles de cocina;2;Riesgo bajo por ser una actividad de fabricación de muebles sin sustancias contaminantes.
3102;Fabricación de muebles de cocina;2;Riesgo bajo por ser una actividad de fabricación de muebles sin sustancias contaminantes.
3103;Fabricación de colchones;2;Riesgo bajo ya que la fabricación de colchones no implica el uso significativo de productos químicos.
3109;Fabricación de otros muebles;2;Riesgo bajo, al ser principalmente fabricación de muebles con bajo potencial de contaminación.
3109;Fabricación de otros muebles;2;Riesgo bajo, al ser principalmente fabricación de muebles con bajo potencial de contaminación.
3109;Fabricación de otros muebles;2;Riesgo bajo, al ser principalmente fabricación de muebles con bajo potencial de contaminación.
3109;Fabricación de otros muebles;2;Riesgo bajo, al ser principalmente fabricación de muebles con bajo potencial de contaminación.
3109;Fabricación de otros muebles;2;Riesgo bajo, al ser principalmente fabricación de muebles con bajo potencial de contaminación.
3211;Fabricación de monedas;4;Riesgo medio-bajo, potencial de residuos metálicos al fabricar monedas.
3212;Fabricación de artículos de joyería y artículos similares;4;Riesgo medio-bajo por actividades que podrían generar residuos de metales y químicos.
3212;Fabricación de artículos de joyería y artículos similares;4;Riesgo medio-bajo por actividades que podrían generar residuos de metales y químicos.
3212;Fabricación de artículos de joyería y artículos similares;4;Riesgo medio-bajo por actividades que podrían generar residuos de metales y químicos.
3213;Fabricación de artículos de bisutería y artículos similares;2;Riesgo bajo, con menor implicación de sustancias contaminantes en la bisutería.
3213;Fabricación de artículos de bisutería y artículos similares;2;Riesgo bajo, con menor implicación de sustancias contaminantes en la bisutería.
3220;Fabricación de instrumentos musicales;4;Riesgo medio-bajo por posibles residuos generados en la fabricación de instrumentos musicales.
3230;Fabricación de artículos de deporte;2;Riesgo bajo al fabricar artículos de deporte, generalmente sin químicos peligrosos.
3240;Fabricación de juegos y juguetes;2;Riesgo bajo, ya que la fabricación de juguetes suele tener un impacto leve.
3250;Fabricación de instrumentos y suministros médicos y odontológicos;4;Riesgo medio-bajo por los posibles residuos en la producción de instrumentos médicos.
3250;Fabricación de instrumentos y suministros médicos y odontológicos;4;Riesgo medio-bajo por los posibles residuos en la producción de instrumentos médicos.
3250;Fabricación de instrumentos y suministros médicos y odontológicos;4;Riesgo medio-bajo por los posibles residuos en la producción de instrumentos médicos.
3250;Fabricación de instrumentos y suministros médicos y odontológicos;4;Riesgo medio-bajo por los posibles residuos en la producción de instrumentos médicos.
3250;Fabricación de instrumentos y suministros médicos y odontológicos;4;Riesgo medio-bajo por los posibles residuos en la producción de instrumentos médicos.
3250;Fabricación de instrumentos y suministros médicos y odontológicos;4;Riesgo medio-bajo por los posibles residuos en la producción de instrumentos médicos.
3250;Fabricación de instrumentos y suministros médicos y odontológicos;6;La fabricación de instrumentos médicos puede implicar el uso de sustancias químicas y manejo de residuos, generando riesgo medio.
3291;Fabricación de escobas, brochas y cepillos;4;La fabricación de escobas y brochas puede incluir procesos de la industria ligera con un riesgo medio-bajo asociado a vertidos.
3299;Otras industrias manufactureras n.c.o.p.;4;Las otras industrias manufactureras pueden variar, pero generalmente tienen un riesgo medio-bajo de vertidos.
3299;Otras industrias manufactureras n.c.o.p.;4;Las otras industrias manufactureras pueden variar, pero generalmente tienen un riesgo medio-bajo de vertidos.
3299;Otras industrias manufactureras n.c.o.p.;4;Las otras industrias manufactureras pueden variar, pero generalmente tienen un riesgo medio-bajo de vertidos.
3299;Otras industrias manufactureras n.c.o.p.;4;Las otras industrias manufactureras pueden variar, pero generalmente tienen un riesgo medio-bajo de vertidos.
3299;Otras industrias manufactureras n.c.o.p.;4;Las otras industrias manufactureras pueden variar, pero generalmente tienen un riesgo medio-bajo de vertidos.
3299;Otras industrias manufactureras n.c.o.p.;4;Las otras industrias manufactureras pueden variar, pero generalmente tienen un riesgo medio-bajo de vertidos.
3299;Otras industrias manufactureras n.c.o.p.;4;Las otras industrias manufactureras pueden variar, pero generalmente tienen un riesgo medio-bajo de vertidos.
3299;Otras industrias manufactureras n.c.o.p.;4;Las otras industrias manufactureras pueden variar, pero generalmente tienen un riesgo medio-bajo de vertidos.
3299;Otras industrias manufactureras n.c.o.p.;4;Las otras industrias manufactureras pueden variar, pero generalmente tienen un riesgo medio-bajo de vertidos.
3311;Reparación de productos metálicos;6;La reparación de productos metálicos puede generar residuos que implican un riesgo medio en vertidos.
3311;Reparación de productos metálicos;6;La reparación de productos metálicos puede generar residuos que implican un riesgo medio en vertidos.
3311;Reparación de productos metálicos;6;La reparación de productos metálicos puede generar residuos que implican un riesgo medio en vertidos.
3311;Reparación de productos metálicos;6;La reparación de productos metálicos puede generar residuos que implican un riesgo medio en vertidos.
3311;Reparación de productos metálicos;6;La reparación de productos metálicos puede generar residuos que implican un riesgo medio en vertidos.
3311;Reparación de productos metálicos;6;La reparación de productos metálicos puede generar residuos que implican un riesgo medio en vertidos.
3311;Reparación de productos metálicos;6;La reparación de productos metálicos puede generar residuos que implican un riesgo medio en vertidos.
3311;Reparación de productos metálicos;6;La reparación de productos metálicos puede generar residuos que implican un riesgo medio en vertidos.
3311;Reparación de productos metálicos;6;La reparación de productos metálicos puede generar residuos que implican un riesgo medio en vertidos.
3311;Reparación de productos metálicos;6;La reparación de productos metálicos puede generar residuos que implican un riesgo medio en vertidos.
3311;Reparación de productos metálicos;6;La reparación de productos metálicos puede generar residuos que implican un riesgo medio en vertidos.
3311;Reparación de productos metálicos;6;La reparación de productos metálicos puede generar residuos que implican un riesgo medio en vertidos.
3311;Reparación de productos metálicos;6;La reparación de productos metálicos puede generar residuos que implican un riesgo medio en vertidos.
3312;Reparación de maquinaria;6;La reparación de maquinaria puede involucrar el uso de aceite y otros líquidos, generando riesgo medio en vertidos.
3312;Reparación de maquinaria;4;La reparación de maquinaria puede generar residuos que, si no son manejados adecuadamente, pueden contaminar el alcantarillado.
3312;Reparación de maquinaria;4;La reparación de maquinaria puede generar residuos que, si no son manejados adecuadamente, pueden contaminar el alcantarillado.
3312;Reparación de maquinaria;4;La reparación de maquinaria puede generar residuos que, si no son manejados adecuadamente, pueden contaminar el alcantarillado.
3312;Reparación de maquinaria;4;La reparación de maquinaria puede generar residuos que, si no son manejados adecuadamente, pueden contaminar el alcantarillado.
3312;Reparación de maquinaria;4;La reparación de maquinaria puede generar residuos que, si no son manejados adecuadamente, pueden contaminar el alcantarillado.
3312;Reparación de maquinaria;4;La reparación de maquinaria puede generar residuos que, si no son manejados adecuadamente, pueden contaminar el alcantarillado.
3312;Reparación de maquinaria;4;La reparación de maquinaria puede generar residuos que, si no son manejados adecuadamente, pueden contaminar el alcantarillado.
3312;Reparación de maquinaria;4;La reparación de maquinaria puede generar residuos que, si no son manejados adecuadamente, pueden contaminar el alcantarillado.
3312;Reparación de maquinaria;4;La reparación de maquinaria puede generar residuos que, si no son manejados adecuadamente, pueden contaminar el alcantarillado.
3312;Reparación de maquinaria;4;La reparación de maquinaria puede generar residuos que, si no son manejados adecuadamente, pueden contaminar el alcantarillado.
3312;Reparación de maquinaria;4;La reparación de maquinaria puede generar residuos que, si no son manejados adecuadamente, pueden contaminar el alcantarillado.
3312;Reparación de maquinaria;4;La reparación de maquinaria puede generar residuos que, si no son manejados adecuadamente, pueden contaminar el alcantarillado.
3312;Reparación de maquinaria;4;La reparación de maquinaria puede generar residuos que, si no son manejados adecuadamente, pueden contaminar el alcantarillado.
3312;Reparación de maquinaria;4;La reparación de maquinaria puede generar residuos que, si no son manejados adecuadamente, pueden contaminar el alcantarillado.
3312;Reparación de maquinaria;4;La reparación de maquinaria puede generar residuos que, si no son manejados adecuadamente, pueden contaminar el alcantarillado.
3312;Reparación de maquinaria;4;La reparación de maquinaria puede generar residuos que, si no son manejados adecuadamente, pueden contaminar el alcantarillado.
3313;Reparación de equipos electrónicos y ópticos;4;La reparación de equipos electrónicos puede generar residuos peligrosos que requieren un manejo especial.
3313;Reparación de equipos electrónicos y ópticos;4;La reparación de equipos electrónicos puede generar residuos peligrosos que requieren un manejo especial.
3313;Reparación de equipos electrónicos y ópticos;0;Sin riesgo significativo asociado a la reparación de equipos electrónicos y ópticos.
3313;Reparación de equipos electrónicos y ópticos;0;Sin riesgo significativo asociado a la reparación de equipos electrónicos y ópticos.
3313;Reparación de equipos electrónicos y ópticos;0;Sin riesgo significativo asociado a la reparación de equipos electrónicos y ópticos.
3313;Reparación de equipos electrónicos y ópticos;0;Sin riesgo significativo asociado a la reparación de equipos electrónicos y ópticos.
3314;Reparación de equipos eléctricos;0;Sin riesgo significativo asociado a la reparación de equipos eléctricos.
3314;Reparación de equipos eléctricos;0;Sin riesgo significativo asociado a la reparación de equipos eléctricos.
3314;Reparación de equipos eléctricos;0;Sin riesgo significativo asociado a la reparación de equipos eléctricos.
3314;Reparación de equipos eléctricos;0;Sin riesgo significativo asociado a la reparación de equipos eléctricos.
3314;Reparación de equipos eléctricos;0;Sin riesgo significativo asociado a la reparación de equipos eléctricos.
3315;Reparación y mantenimiento naval;0;Sin riesgo significativo asociado a la reparación y mantenimiento naval.
3315;Reparación y mantenimiento naval;0;Sin riesgo significativo asociado a la reparación y mantenimiento naval.
3316;Reparación y mantenimiento aeronáutico y espacial;0;Sin riesgo significativo asociado a la reparación y mantenimiento aeronáutico y espacial.
3317;Reparación y mantenimiento de otro material de transporte;0;Sin riesgo significativo asociado a la reparación y mantenimiento de otro material de transporte.
3317;Reparación y mantenimiento de otro material de transporte;0;Sin riesgo significativo asociado a la reparación y mantenimiento de otro material de transporte.
3317;Reparación y mantenimiento de otro material de transporte;0;Sin riesgo significativo asociado a la reparación y mantenimiento de otro material de transporte.
3317;Reparación y mantenimiento de otro material de transporte;0;Sin riesgo significativo asociado a la reparación y mantenimiento de otro material de transporte.
3319;Reparación de otros equipos;0;Sin riesgo significativo asociado a la reparación de otros equipos.
3319;Reparación de otros equipos;0;Sin riesgo significativo asociado a la reparación de otros equipos.
3319;Reparación de otros equipos;0;Sin riesgo significativo asociado a la reparación de otros equipos.
3319;Reparación de otros equipos;0;Sin riesgo significativo asociado a la reparación de otros equipos.
3319;Reparación de otros equipos;0;Sin riesgo significativo asociado a la reparación de otros equipos.
3319;Reparación de otros equipos;0;Sin riesgo significativo asociado a la reparación de otros equipos.
3319;Reparación de otros equipos;0;Sin riesgo significativo asociado a la reparación de otros equipos.
3319;Reparación de otros equipos;0;Sin riesgo significativo asociado a la reparación de otros equipos.
3319;Reparación de otros equipos;0;Sin riesgo significativo asociado a la reparación de otros equipos.
3320;Instalación de máquinas y equipos industriales;0;Sin riesgo significativo asociado a la instalación de máquinas y equipos industriales.
3320;Instalación de máquinas y equipos industriales;0;Sin riesgo significativo asociado a la instalación de máquinas y equipos industriales.
3320;Instalación de máquinas y equipos industriales;0;Sin riesgo significativo asociado a la instalación de máquinas y equipos industriales.
3320;Instalación de máquinas y equipos industriales;0;Sin riesgo significativo asociado a la instalación de máquinas y equipos industriales.
3320;Instalación de máquinas y equipos industriales;0;Sin riesgo significativo asociado a la instalación de máquinas y equipos industriales.
3320;Instalación de máquinas y equipos industriales;8;La instalación de máquinas y equipos industriales puede implicar la manipulación de lubricantes, refrigerantes y otras sustancias químicas que pueden representar un riesgo alto de vertidos.
3320;Instalación de máquinas y equipos industriales;8;La instalación de máquinas y equipos industriales puede implicar la manipulación de lubricantes, refrigerantes y otras sustancias químicas que pueden representar un riesgo alto de vertidos.
3320;Instalación de máquinas y equipos industriales;8;La instalación de máquinas y equipos industriales puede implicar la manipulación de lubricantes, refrigerantes y otras sustancias químicas que pueden representar un riesgo alto de vertidos.
3320;Instalación de máquinas y equipos industriales;8;La instalación de máquinas y equipos industriales puede implicar la manipulación de lubricantes, refrigerantes y otras sustancias químicas que pueden representar un riesgo alto de vertidos.
3320;Instalación de máquinas y equipos industriales;8;La instalación de máquinas y equipos industriales puede implicar la manipulación de lubricantes, refrigerantes y otras sustancias químicas que pueden representar un riesgo alto de vertidos.
3320;Instalación de máquinas y equipos industriales;8;La instalación de máquinas y equipos industriales puede implicar la manipulación de lubricantes, refrigerantes y otras sustancias químicas que pueden representar un riesgo alto de vertidos.
3320;Instalación de máquinas y equipos industriales;8;La instalación de máquinas y equipos industriales puede implicar la manipulación de lubricantes, refrigerantes y otras sustancias químicas que pueden representar un riesgo alto de vertidos.
3320;Instalación de máquinas y equipos industriales;8;La instalación de máquinas y equipos industriales puede implicar la manipulación de lubricantes, refrigerantes y otras sustancias químicas que pueden representar un riesgo alto de vertidos.
3320;Instalación de máquinas y equipos industriales;8;La instalación de máquinas y equipos industriales puede implicar la manipulación de lubricantes, refrigerantes y otras sustancias químicas que pueden representar un riesgo alto de vertidos.
3320;Instalación de máquinas y equipos industriales;8;La instalación de máquinas y equipos industriales puede implicar la manipulación de lubricantes, refrigerantes y otras sustancias químicas que pueden representar un riesgo alto de vertidos.
3320;Instalación de máquinas y equipos industriales;8;La instalación de máquinas y equipos industriales puede implicar la manipulación de lubricantes, refrigerantes y otras sustancias químicas que pueden representar un riesgo alto de vertidos.
3320;Instalación de máquinas y equipos industriales;8;La instalación de máquinas y equipos industriales puede implicar la manipulación de lubricantes, refrigerantes y otras sustancias químicas que pueden representar un riesgo alto de vertidos.
3320;Instalación de máquinas y equipos industriales;8;La instalación de máquinas y equipos industriales puede implicar la manipulación de lubricantes, refrigerantes y otras sustancias químicas que pueden representar un riesgo alto de vertidos.
3320;Instalación de máquinas y equipos industriales;8;La instalación de máquinas y equipos industriales puede implicar la manipulación de lubricantes, refrigerantes y otras sustancias químicas que pueden representar un riesgo alto de vertidos.
3320;Instalación de máquinas y equipos industriales;8;La instalación de máquinas y equipos industriales puede implicar la manipulación de lubricantes, refrigerantes y otras sustancias químicas que pueden representar un riesgo alto de vertidos.
3320;Instalación de máquinas y equipos industriales;8;La instalación de máquinas y equipos industriales puede implicar la manipulación de lubricantes, refrigerantes y otras sustancias químicas que pueden representar un riesgo alto de vertidos.
3320;Instalación de máquinas y equipos industriales;8;La instalación de máquinas y equipos industriales puede implicar la manipulación de lubricantes, refrigerantes y otras sustancias químicas que pueden representar un riesgo alto de vertidos.
3320;Instalación de máquinas y equipos industriales;8;La instalación de máquinas y equipos industriales puede implicar la manipulación de lubricantes, refrigerantes y otras sustancias químicas que pueden representar un riesgo alto de vertidos.
3320;Instalación de máquinas y equipos industriales;8;La instalación de máquinas y equipos industriales puede implicar la manipulación de lubricantes, refrigerantes y otras sustancias químicas que pueden representar un riesgo alto de vertidos.
3320;Instalación de máquinas y equipos industriales;8;La instalación de máquinas y equipos industriales puede implicar la manipulación de lubricantes, refrigerantes y otras sustancias químicas que pueden representar un riesgo alto de vertidos.
3320;Instalación de máquinas y equipos industriales;6;Instalación de maquinaria puede implicar vertidos de lubricantes y otros fluidos.
3320;Instalación de máquinas y equipos industriales;6;Instalación de maquinaria puede implicar vertidos de lubricantes y otros fluidos.
3320;Instalación de máquinas y equipos industriales;6;Instalación de maquinaria puede implicar vertidos de lubricantes y otros fluidos.
3320;Instalación de máquinas y equipos industriales;6;Instalación de maquinaria puede implicar vertidos de lubricantes y otros fluidos.
3512;Transporte de energía eléctrica;0;Transporte de energía eléctrica no implica vertidos al alcantarillado.
3513;Distribución de energía eléctrica;0;Distribución de energía eléctrica no implica vertidos al alcantarillado.
3514;Comercio de energía eléctrica;0;Comercio de energía eléctrica no implica vertidos al alcantarillado.
3515;Producción de energía hidroeléctrica;0;Producción de energía hidroeléctrica no implica vertidos al alcantarillado.
3516;Producción de energía eléctrica de origen térmico convencional;0;Producción de energía eléctrica de origen térmico convencional no implica vertidos al alcantarillado.
3517;Producción de energía eléctrica de origen nuclear;0;Producción de energía eléctrica de origen nuclear no implica vertidos al alcantarillado.
3518;Producción de energía eléctrica de origen eólico;0;Producción de energía eléctrica de origen eólico no implica vertidos al alcantarillado.
3519;Producción de energía eléctrica de otros tipos;0;Producción de energía eléctrica de otros tipos no implica vertidos al alcantarillado.
3521;Producción de gas;0;Producción de gas no implica vertidos al alcantarillado.
3522;Distribución por tubería de combustibles gaseosos;0;Distribución por tubería de combustibles gaseosos no implica vertidos al alcantarillado.
3523;Comercio de gas por tubería;0;Comercio de gas por tubería no implica vertidos al alcantarillado.
3530;Suministro de vapor y aire acondicionado;0;Suministro de vapor y aire acondicionado no implica vertidos al alcantarillado.
3530;Suministro de vapor y aire acondicionado;0;Suministro de vapor y aire acondicionado no implica vertidos al alcantarillado.
3600;Captación, depuración y distribución de agua;0;Captación, depuración y distribución de agua no implica vertidos al alcantarillado.
3700;Recogida y tratamiento de aguas residuales;10;Recogida y tratamiento de aguas residuales implica el manejo directo de vertidos.
3811;Recogida de residuos no peligrosos;2;Recogida de residuos no peligrosos puede generar algunos vertidos menores.
3811;Recogida de residuos no peligrosos;2;Recogida de residuos no peligrosos puede generar algunos vertidos menores.
3812;Recogida de residuos peligrosos;10;Recogida de residuos peligrosos implica la gestión de materiales altamente contaminantes.
3812;Recogida de residuos peligrosos;10;Recogida de residuos peligrosos implica la gestión de materiales altamente contaminantes.
3821;Tratamiento y eliminación de residuos no peligrosos;6;Tratamiento y eliminación de residuos no peligrosos puede generar vertidos.
3822;Tratamiento y eliminación de residuos peligrosos;10;Tratamiento y eliminación de residuos peligrosos implica un alto riesgo de vertidos.
3822;Tratamiento y eliminación de residuos peligrosos;10;Tratamiento y eliminación de residuos peligrosos implica un alto riesgo de vertidos.
3831;Separación y clasificación de materiales;4;Separación y clasificación de materiales puede generar residuos líquidos.
3831;Separación y clasificación de materiales;4;Separación y clasificación de materiales puede generar residuos líquidos.
3832;Valorización de materiales ya clasificados;4;Valorización de materiales ya clasificados puede generar residuos líquidos.
3832;Valorización de materiales ya clasificados;4;Valorización de materiales ya clasificados puede generar residuos líquidos.
3900;Actividades de descontaminación y otros servicios de gestión de residuos;10;Gestión de residuos puede implicar vertidos peligrosos.
4110;Promoción inmobiliaria;0;Promoción inmobiliaria sin riesgo asociado a vertidos.
4110;Promoción inmobiliaria;0;Promoción inmobiliaria sin riesgo asociado a vertidos.
4121;Construcción de edificios residenciales;4;Construcción de edificios residenciales puede generar residuos, pero generalmente bajo riesgo.
4121;Construcción de edificios residenciales;4;Construcción de edificios residenciales puede generar residuos, pero generalmente bajo riesgo.
4121;Construcción de edificios residenciales;4;Construcción de edificios residenciales puede generar residuos, pero generalmente bajo riesgo.
4121;Construcción de edificios residenciales;4;Construcción de edificios residenciales puede generar residuos, pero generalmente bajo riesgo.
4122;Construcción de edificios no residenciales;4;Construcción de edificios no residenciales puede generar residuos, pero generalmente bajo riesgo.
4122;Construcción de edificios no residenciales;4;Construcción de edificios no residenciales puede generar residuos, pero generalmente bajo riesgo.
4122;Construcción de edificios no residenciales;4;Construcción de edificios no residenciales puede generar residuos, pero generalmente bajo riesgo.
4122;Construcción de edificios no residenciales;4;Construcción de edificios no residenciales puede generar residuos, pero generalmente bajo riesgo.
4122;Construcción de edificios no residenciales;4;Construcción de edificios no residenciales puede generar residuos, pero generalmente bajo riesgo.
4211;Construcción de carreteras y autopistas;4;Construcción de carreteras puede generar residuos y contaminantes.
4212;Construcción de vías férreas de superficie y subterráneas;4;Construcción de vías férreas puede generar residuos y contaminantes.
4212;Construcción de vías férreas de superficie y subterráneas;4;Construcción de vías férreas puede generar residuos y contaminantes.
4213;Construcción de puentes y túneles;4;Construcción de puentes y túneles puede generar residuos y contaminantes.
4213;Construcción de puentes y túneles;4;Construcción de puentes y túneles puede generar residuos y contaminantes.
4221;Construcción de redes para fluidos;4;Construcción de redes para fluidos puede implicar gestión de residuos.
4221;Construcción de redes para fluidos;4;Construcción de redes para fluidos puede implicar gestión de residuos.
4221;Construcción de redes para fluidos;4;Construcción de redes para fluidos puede implicar gestión de residuos.
4222;Construcción de redes eléctricas y de telecomunicaciones;4;Construcción de redes eléctricas puede generar residuos, pero generalmente bajo riesgo.
4222;Construcción de redes eléctricas y de telecomunicaciones;4;Construcción de redes eléctricas puede generar residuos, pero generalmente bajo riesgo.
4222;Construcción de redes eléctricas y de telecomunicaciones;4;Construcción de redes eléctricas puede generar residuos, pero generalmente bajo riesgo.
4291;Obras hidráulicas;4;Obras hidráulicas pueden generar residuos y contaminantes.
4299;Construcción de otros proyectos de ingeniería civil n.c.o.p.;4;Construcción de proyectos de ingeniería civil puede generar residuos y contaminantes.
4299;Construcción de otros proyectos de ingeniería civil n.c.o.p.;4;Construcción de proyectos de ingeniería civil puede generar residuos y contaminantes.
4311;Demolición;4;Demolición puede generar residuos y vertidos.
4312;Preparación de terrenos;4;Preparación de terrenos puede generar residuos.
4312;Preparación de terrenos;4;Preparación de terrenos puede generar residuos.
4313;Perforaciones y sondeos;4;Perforaciones y sondeos pueden generar residuos y contaminación.
4321;Instalaciones eléctricas;0;Actividad sin riesgo de vertidos, vinculada a instalaciones eléctricas.
4321;Instalaciones eléctricas;0;Actividad sin riesgo de vertidos, vinculada a instalaciones eléctricas.
4322;Fontanería, instalaciones de sistemas de calefacción y aire acondicionado;2;Riesgo bajo por posibles residuos de trabajos de fontanería y instalaciones.
4322;Fontanería, instalaciones de sistemas de calefacción y aire acondicionado;2;Riesgo bajo por posibles residuos de trabajos de fontanería y instalaciones.
4322;Fontanería, instalaciones de sistemas de calefacción y aire acondicionado;2;Riesgo bajo por posibles residuos de trabajos de fontanería y instalaciones.
4322;Fontanería, instalaciones de sistemas de calefacción y aire acondicionado;2;Riesgo bajo por posibles residuos de trabajos de fontanería y instalaciones.
4329;Otras instalaciones en obras de construcción;2;Riesgo bajo por actividades relacionadas con otras instalaciones en construcción.
4329;Otras instalaciones en obras de construcción;2;Riesgo bajo por actividades relacionadas con otras instalaciones en construcción.
4329;Otras instalaciones en obras de construcción;2;Riesgo bajo por actividades relacionadas con otras instalaciones en construcción.
4329;Otras instalaciones en obras de construcción;2;Riesgo bajo por actividades relacionadas con otras instalaciones en construcción.
4329;Otras instalaciones en obras de construcción;2;Riesgo bajo por actividades relacionadas con otras instalaciones en construcción.
4329;Otras instalaciones en obras de construcción;2;Riesgo bajo por actividades relacionadas con otras instalaciones en construcción.
4329;Otras instalaciones en obras de construcción;2;Riesgo bajo por actividades relacionadas con otras instalaciones en construcción.
4331;Revocamiento;0;Actividad sin riesgo de vertidos, vinculada a revocamiento.
4332;Instalación de carpintería;0;Actividad sin riesgo de vertidos, vinculada a la instalación de carpintería.
4332;Instalación de carpintería;0;Actividad sin riesgo de vertidos, vinculada a la instalación de carpintería.
4332;Instalación de carpintería;0;Actividad sin riesgo de vertidos, vinculada a la instalación de carpintería.
4333;Revestimiento de suelos y paredes;0;Actividad sin riesgo de vertidos, vinculada a revestimiento de suelos y paredes.
4334;Pintura y acristalamiento;2;Riesgo bajo por residuos de pintura en trabajos de acristalamiento.
4334;Pintura y acristalamiento;2;Riesgo bajo por residuos de pintura en trabajos de acristalamiento.
4339;Otro acabado de edificios;2;Riesgo bajo por acabados que podrían generar residuos.
4391;Construcción de cubiertas;2;Riesgo bajo por residuos generados en construcción de cubiertas.
4399;Otras actividades de construcción especializada n.c.o.p.;2;Riesgo bajo por actividades de construcción especializada.
4399;Otras actividades de construcción especializada n.c.o.p.;2;Riesgo bajo por actividades de construcción especializada.
4399;Otras actividades de construcción especializada n.c.o.p.;2;Riesgo bajo por actividades de construcción especializada.
4399;Otras actividades de construcción especializada n.c.o.p.;2;Riesgo bajo por actividades de construcción especializada.
4399;Otras actividades de construcción especializada n.c.o.p.;2;Riesgo bajo por actividades de construcción especializada.
4399;Otras actividades de construcción especializada n.c.o.p.;2;Riesgo bajo por actividades de construcción especializada.
4399;Otras actividades de construcción especializada n.c.o.p.;2;Riesgo bajo por actividades de construcción especializada.
4399;Otras actividades de construcción especializada n.c.o.p.;2;Riesgo bajo por actividades de construcción especializada.
4399;Otras actividades de construcción especializada n.c.o.p.;2;Riesgo bajo por actividades de construcción especializada.
4511;Venta de automóviles y vehículos de motor ligeros;0;Venta de vehículos sin procesos de manufactura ni vertidos industriales.
4511;Venta de automóviles y vehículos de motor ligeros;0;Venta de vehículos sin procesos de manufactura ni vertidos industriales.
4519;Venta de otros vehículos de motor;0;Venta de vehículos sin procesos de manufactura ni vertidos industriales.
4519;Venta de otros vehículos de motor;0;Venta de vehículos sin procesos de manufactura ni vertidos industriales.
4520;Mantenimiento y reparación de vehículos de motor;2;Mantenimiento puede generar residuos, pero riesgo es bajo.
4531;Comercio al por mayor de repuestos y accesorios de vehículos de motor;2;Comercio general de repuestos, bajo riesgo de vertidos.
4532;Comercio al por menor de repuestos y accesorios de vehículos de motor;2;Comercio al por menor de repuestos, bajo riesgo de vertidos.
4540;Venta, mantenimiento y reparación de motocicletas y de sus repuestos y accesorios;2;Mantenimiento de motocicletas puede generar residuos, pero riesgo es bajo.
4611;Intermediarios del comercio de materias primas agrarias, animales vivos, materias primas textiles y productos semielaborados;2;Intermediarios con bajo riesgo de vertidos industriales.
4612;Intermediarios del comercio de combustibles, minerales, metales y productos químicos industriales;4;Intermediación de productos químicos puede conllevar riesgos.
4613;Intermediarios del comercio de la madera y materiales de construcción;0;Comercio de madera sin riesgo de vertidos industriales.
4614;Intermediarios del comercio de maquinaria, equipo industrial, embarcaciones y aeronaves;0;Intermediarios del comercio sin riesgo de vertidos industriales.
4615;Intermediarios del comercio de muebles, artículos para el hogar y ferretería;0;Intermediarios de muebles y artículos para el hogar sin riesgo.
4616;Intermediarios del comercio de textiles, prendas de vestir, peletería, calzado y artículos de cuero;0;Intermediarios del comercio sin riesgo de vertidos industriales.
4617;Intermediarios del comercio de productos alimenticios, bebidas y tabaco;2;Intermediarios en alimentos, riesgo bajo de vertidos.
4618;Intermediarios del comercio especializados en la venta de otros productos específicos;0;Intermediarios del comercio sin riesgo de vertidos industriales.
4619;Intermediarios del comercio de productos diversos;0;Intermediarios del comercio sin riesgo de vertidos industriales.
4621;Comercio al por mayor de cereales, tabaco en rama, simientes y alimentos para animales;2;Comercio de cereales y alimentos para animales, bajo riesgo.
4621;Comercio al por mayor de cereales, tabaco en rama, simientes y alimentos para animales;2;Comercio de cereales y alimentos para animales, bajo riesgo.
4622;Comercio al por mayor de flores y plantas;0;Comercio de flores y plantas sin riesgo de vertidos.
4623;Comercio al por mayor de animales vivos;0;Comercio de animales vivos sin riesgo de vertidos.
4624;Comercio al por mayor de cueros y pieles;2;Comercio de cueros, bajo riesgo de vertidos.
4631;Comercio al por mayor de frutas y hortalizas;2;Comercio de frutas y hortalizas, bajo riesgo.
4631;Comercio al por mayor de frutas y hortalizas;2;Comercio de frutas y hortalizas, bajo riesgo.
4632;Comercio al por mayor de carne y productos cárnicos;6;Comercio de carne y productos cárnicos puede generar residuos.
4632;Comercio al por mayor de carne y productos cárnicos;6;Comercio de carne y productos cárnicos puede generar residuos.
4632;Comercio al por mayor de carne y productos cárnicos;6;Comercio de carne y productos cárnicos puede generar residuos.
4633;Comercio al por mayor de productos lácteos, huevos, aceites y grasas comestibles;6;Comercio de productos lácteos y comestibles, riesgo de vertidos.
4634;Comercio al por mayor de bebidas;4;Comercio de bebidas puede generar residuos líquidos.
4635;Comercio al por mayor de productos del tabaco;2;Comercio de productos del tabaco tiene bajo riesgo de vertidos.
4636;Comercio al por mayor de azúcar, chocolate y confitería;2;Comercio al por mayor de productos alimenticios con bajo riesgo de vertidos.
4637;Comercio al por mayor de café, té, cacao y especias;2;Comercio al por mayor de productos alimenticios con bajo riesgo de vertidos.
4638;Comercio al por mayor de pescados, mariscos y otros productos alimenticios;6;Comercio al por mayor de pescados y mariscos implica manejo de productos que pueden generar vertidos.
4639;Comercio al por mayor, no especializado, de productos alimenticios, bebidas y tabaco;2;Comercio al por mayor de productos alimenticios con bajo riesgo de vertidos.
4641;Comercio al por mayor de textiles;2;Comercio de textiles con bajo riesgo de vertidos.
